id,name,short_name,organizer,organizer_url,edition_url,areas,tags,start_date,end_date,format,city,region_name,country,venue,lat,lon,description,deadlines,confidence,notes,sources
neurocritical-care-society-annual-2027,NCS 25th Annual Meeting,Neurocritical Care Society 2027,Neurocritical Care Society,https://www.neurocriticalcare.org/,https://www.neurocriticalcare.org/Events/Annual-Meeting/Past-Future-Annual-Meetings,neurology,neurocritical-care; critical-care,2027-09-27,2027-09-30,in-person,New Orleans,Louisiana,US,Hyatt Regency New Orleans,29.95,-90.0755,"The Neurocritical Care Society holds its 25th annual meeting in New Orleans, Louisiana, at the Hyatt Regency New Orleans. The meeting covers multidisciplinary neurocritical care research and clinical practice.",,high,Abstract and registration deadlines are not yet published for this edition.,https://www.neurocriticalcare.org/Events/Annual-Meeting/Past-Future-Annual-Meetings; https://www.neurocriticalcare.org/Events/Event-Calendar/Event-Details/ncs-25th-annual-meeting-2027
wms-congress-2027,World Muscle Society 32nd International Annual Congress 2027,WMS 2027,World Muscle Society,https://www.worldmusclesociety.org,https://www.worldmusclesociety.org/m/events/view/wms-32-helsinki-finland-28-september-2-october-2027,neurology; neuroscience,neuromuscular,2027-09-28,2027-10-02,,Helsinki,Uusimaa,FI,,60.1699,24.9384,"The World Muscle Society Congress is the society's annual international meeting on neuromuscular disorders. The 2027 congress is the 32nd edition and is scheduled for Helsinki, Finland.",,medium,"This is currently only a save-the-date on the parent society site; no dedicated wms2027.com content was verified, and venue and deadlines are not yet published.",https://www.worldmusclesociety.org/m/events/view/wms-32-helsinki-finland-28-september-2-october-2027; https://www.worldmusclesociety.org/m/events/future-wms-congresses
ectrims-global-2027,ECTRIMS Global 2027,ECTRIMS 2027,European Committee for Treatment and Research in Multiple Sclerosis (ECTRIMS),https://ectrims.eu,https://ectrims.eu/events/ectrims-global-2027/,neurology,multiple-sclerosis; international; clinical-trials,2027-10-05,2027-10-08,,Vienna,Vienna,AT,,48.2082,16.3738,"ECTRIMS holds ECTRIMS Global 2027 in Vienna, Austria, from 5 to 8 October 2027, including a pre day, the main annual congress, and a patient community day. The event focuses on multiple sclerosis research and treatment.",,medium,Venue name and abstract submission or registration deadlines are not yet published on the official site as of the access date.,https://ectrims.eu/events/ectrims-global-2027/
aap-nce-2027,2027 AAP National Conference & Exhibition,AAP NCE 2027,American Academy of Pediatrics,https://www.aap.org,https://aapexperience.org/future-dates/,pediatrics,pediatrics; education; community; primary-care,2027-10-15,2027-10-19,,Chicago,Illinois,US,McCormick Place,41.8515,-87.6167,"The American Academy of Pediatrics will hold its 2027 National Conference and Exhibition at McCormick Place in Chicago. This is the annual gathering for pediatric clinicians, researchers and trainees to present research and attend educational programming.",,medium,"Dates and venue for 2027 are published on the official site (confirmed via the archive.aapexperience.org mirror after the primary domain returned HTTP 503 to direct fetch) but are far enough out that no abstract submission or registration deadlines have been announced yet as of 2026-09-10. The deadlines list is therefore empty rather than estimated; the prior_edition block gives the 2026 timing for reference only, not as an estimate of 2027 dates.",https://archive.aapexperience.org/future-dates/; https://aapexperience.org/future-dates/
anesthesiology-2027,ANESTHESIOLOGY 2027 Annual Meeting,ANESTHESIOLOGY 2027,American Society of Anesthesiologists,https://www.asahq.org,https://www.asahq.org/meetings/anesthesiology-annual-meeting,anesthesiology,anesthesia,2027-10-15,2027-10-19,,Boston,Massachusetts,US,,42.3601,-71.0589,"ANESTHESIOLOGY is the American Society of Anesthesiologists' annual meeting covering clinical and scientific developments in anesthesia care. The 2027 meeting is scheduled for Boston, Massachusetts.",,medium,"asahq.org itself could not be fetched directly (HTTP 403 on related pages); 2027 dates were confirmed only via a convention/visitors-bureau listing rather than an official ASA page, and no abstract submission information has been published yet.",https://www.meetboston.com/event/american-society-of-anesthesiologists-annual-meeting-2027/conventions_251041/
acs-clinical-congress-2027,Clinical Congress 2027,ACS CC 2027,American College of Surgeons,https://www.facs.org,https://www.facs.org/for-medical-professionals/conferences-and-meetings/future-clinical-congress/,surgery,surgery,2027-10-16,2027-10-19,,San Diego,California,US,,32.7157,-117.1611,"Clinical Congress is the annual educational meeting of the American College of Surgeons, offering courses, scientific sessions, and abstract presentations across surgical specialties. The 2027 edition is scheduled to take place in San Diego, California.",,medium,"Only the meeting dates and host city are published so far on the official future-congress page; no specific venue or abstract/registration deadlines have been announced as of 2026-09-10. Coordinates given are for San Diego city center rather than a specific venue. Deadlines are left empty rather than estimated because ACS has not yet opened a call for the 2027 congress; the 2026 edition's general abstract deadline fell in early March, roughly seven months before the meeting, which may be a rough guide once ACS publishes the actual 2027 call.",https://www.facs.org/for-medical-professionals/conferences-and-meetings/future-clinical-congress/
congress-neurological-surgeons-2027,77th Congress of Neurological Surgeons Annual Meeting,CNS Neurosurgery 2027,Congress of Neurological Surgeons,https://www.cns.org,https://www.cns.org/meetings/past-and-future-annual-meetings,neurology; surgery,neurosurgery; neurocritical-care; student-resident-research,2027-10-23,2027-10-27,in-person,Phoenix,Arizona,US,,33.4484,-112.074,"Annual scientific meeting of the Congress of Neurological Surgeons covering the full range of neurosurgical subspecialties, to be held in Phoenix, Arizona.",,medium,Only dates and city are published for 2027; venue and all submission and registration deadlines are not yet announced.,https://www.cns.org/meetings/past-and-future-annual-meetings
sfn-neuroscience-2027,Society for Neuroscience Neuroscience 2027,SfN 2027,Society for Neuroscience,https://www.sfn.org/,https://www.sfn.org/meetings,psychiatry,neuroscience; international,2027-10-23,2027-10-27,,Chicago,Illinois,US,,41.8781,-87.6298,"SfN lists Neuroscience 2027 for October 23 to 27, 2027, in Chicago. No venue, abstract or registration deadlines have been published; the meeting falls three weeks earlier in the year than Neuroscience 2026.",Symposium and session proposals = 2027-01-15 (estimated); Abstract submission = 2027-05-20 (estimated); Late breaking abstract submission = 2027-08-24 (estimated),medium,"Previous Chicago meetings used McCormick Place, but the venue is not stated on the SfN page reviewed.",https://www.sfn.org/meetings
wcn-2027,XXVIII World Congress of Neurology,WCN 2027,World Federation of Neurology,https://wfneurology.org,https://wcn-neurology.com/,neurology; neuroscience,international; global; neuroscience,2027-10-23,2027-10-25,,Cape Town,Western Cape,ZA,,-33.9249,18.4241,"The World Federation of Neurology holds its biennial World Congress of Neurology in Cape Town, South Africa, from 23 to 25 October 2027. The congress is organized by the Kenes Group on behalf of the federation and covers general and subspecialty neurology topics.",,medium,"Some secondary aggregator sites list the dates as 24 to 27 October 2027, but the official wcn-neurology.com site states 23 to 25 October 2027, which was used here. Venue name and abstract or registration deadlines are not yet published on the official site as of the access date.",https://wcn-neurology.com/; https://wfneurology.org/wcn-meetings; https://wfneurology.org/future-congresses
chest-annual-meeting-2027,CHEST 2027 Annual Meeting,CHEST 2027,American College of Chest Physicians,https://www.chestnet.org,https://www.chestnet.org/learning-and-events/events/chest-annual-meeting,pulmonary-critical-care,pulmonary; critical-care,2027-10-24,2027-10-27,,Vancouver,British Columbia,CA,,49.2827,-123.1207,"The CHEST Annual Meeting is the American College of Chest Physicians' annual conference on pulmonary, critical care, and sleep medicine. The 2027 meeting is scheduled for Vancouver, British Columbia.",,high,Abstract submission deadlines for CHEST 2027 have not yet been published.,https://www.chestnet.org/learning-and-events/events/chest-annual-meeting
aacap-annual-2027,AACAP 74th Annual Meeting 2027,AACAP 2027,American Academy of Child and Adolescent Psychiatry,https://www.aacap.org/,https://www.aacap.org/aacap/CME_and_Meetings/Future_Annual_Meetings.aspx,psychiatry,child-adolescent; general-psychiatry,2027-10-25,2027-10-30,in-person,New York,New York,US,New York Hilton Midtown and Sheraton New York Times Square Hotel,40.7625,-73.979,The 2027 annual meeting of the American Academy of Child and Adolescent Psychiatry in New York City. The call for papers has not yet been published.,"General submission deadline (Clinical Perspectives, Symposia, Workshops, Institutes, Media Theatre, Posters) = 2027-02-11 (estimated); Late New Research Poster submission deadline = 2027-06-03 (estimated)",medium,Meeting dates and hotels are published; all deadlines are estimates. AACAP usually opens the call for papers in December; check aacap.confex.com/aacap/2027/cfp.cgi from December 2026.,https://www.aacap.org/aacap/CME_and_Meetings/Future_Annual_Meetings.aspx; https://aacap.confex.com/aacap/2026/cfp.cgi
acep-scientific-assembly-2027,ACEP27 Scientific Assembly,ACEP27,American College of Emergency Physicians,https://www.acep.org,https://www.acep.org/master-calendar/acep27-scientific-assembly,emergency-medicine,emergency-medicine,2027-10-25,2027-10-28,,Boston,Massachusetts,US,,42.3601,-71.0589,"The ACEP Scientific Assembly is the American College of Emergency Physicians' annual educational meeting for emergency medicine. ACEP27 is scheduled for Boston, Massachusetts.",,high,Research Forum abstract submission details for ACEP27 have not yet been published.,https://www.acep.org/sa/general-information/future-dates
aanem-annual-2027,2027 AANEM Annual Meeting,AANEM 2027,American Association of Neuromuscular and Electrodiagnostic Medicine,https://www.aanem.org/,https://www.aanem.org/meetings/future-annual-meetings,neurology,neuromuscular,2027-10-27,2027-10-30,in-person,San Antonio,Texas,US,,29.4241,-98.4936,"The American Association of Neuromuscular and Electrodiagnostic Medicine holds its annual meeting in San Antonio, Texas. The program covers electrodiagnostic medicine and neuromuscular disease research and practice.",Abstract submission opens = 2027-01-01; Abstract submission = 2027-03-15,high,Venue not yet published; coordinates are for San Antonio city center. No registration deadlines published yet for this edition.,https://www.aanem.org/meetings/future-annual-meetings; https://www.aanem.org/meetings/annual-meeting/abstract-information-submission
apna-annual-2027,APNA 41st Annual Conference 2027,APNA 2027,American Psychiatric Nurses Association,https://www.apna.org,https://www.apna.org/apna-annual-conference/,psychiatry; nursing,general-psychiatry; nursing; education,2027-10-27,2027-10-30,,Minneapolis,Minnesota,US,,44.9778,-93.265,"The American Psychiatric Nurses Association plans its 41st annual conference for psychiatric mental health nurses in Minneapolis, Minnesota.",,medium,No dedicated 2027 conference page or deadlines published yet; dates and city taken from a forward looking mention on the official 2026 conference page.,https://www.apna.org/apna-annual-conference/
aapl-annual-2027,AAPL 58th Annual Meeting 2027,AAPL 2027,American Academy of Psychiatry and the Law,https://aapl.org/,https://aapl.org/58th-annual-meeting/,psychiatry,forensic; general-psychiatry,2027-10-28,2027-10-31,in-person,San Antonio,Texas,US,,29.4241,-98.4936,"The 58th annual meeting of the American Academy of Psychiatry and the Law, scheduled for San Antonio, Texas.",Call for papers deadline = 2027-03-01 (estimated),low,Dates and city come only from a search snippet of the official page; venue not captured. Verify once aapl.org is reachable.,https://aapl.org/58th-annual-meeting/
wpa-world-congress-2027,27th World Congress of Psychiatry (WCP 2027),WPA WCP 2027,World Psychiatric Association,https://www.wpanet.org/,https://www.wpanet.org/upcoming-congresses-events/,psychiatry,general-psychiatry; international; global,2027-11-04,2027-11-07,,Cartagena,Bolívar,CO,,10.4266,-75.5442,"The 27th World Congress of Psychiatry is scheduled by the World Psychiatric Association for Cartagena, Colombia. Only the dates and city have been published; a dedicated congress website has not yet been launched.",Session proposal submission = 2027-03-15 (estimated); Abstract submission = 2027-05-01 (estimated); Early registration = 2027-07-15 (estimated),medium,"Dates and city are published on the WPA site; venue, format and all deadlines are unpublished. The wcp-congress.com domain currently serves the 2026 edition and will probably be reused for 2027.",https://www.wpanet.org/upcoming-congresses-events/; https://wcp-congress.com/general-information/
apha-annual-2027,APHA Annual Meeting and Expo 2027,APHA 2027,American Public Health Association,https://www.apha.org,https://www.apha.org/events-and-meetings/annual/about/past-and-future-annual-meetings,public-health,public-health; epidemiology; community,2027-11-07,2027-11-10,in-person,Philadelphia,Pennsylvania,US,,39.9526,-75.1652,"The American Public Health Association plans its 2027 Annual Meeting and Expo for Philadelphia, Pennsylvania. The organization notes that future meeting dates and locations may change.",,medium,"No abstract or registration deadlines are published yet for 2027, and the organizer flags these future dates as subject to change.",https://www.apha.org/events-and-meetings/annual/about/past-and-future-annual-meetings
child-neurology-society-annual-2027,56th Child Neurology Society Annual Meeting,Child Neurology Society 2027,Child Neurology Society,https://www.childneurologysociety.org/,https://www.childneurologysociety.org/event/56th-cns-annual-meeting/,neurology,pediatrics; child-adolescent; epilepsy,2027-11-10,2027-11-13,in-person,Milwaukee,Wisconsin,US,,43.0389,-87.9065,"The Child Neurology Society holds its 56th annual meeting in Milwaukee, Wisconsin. The program covers research and clinical practice in pediatric neurology.",,medium,"Exact dates (Nov 10-13, 2027) appear only on the single official event page found; the original 2024 host-city announcement gave only the month. Venue and abstract/registration deadlines are not yet published. Coordinates are for Milwaukee city center since no venue is named.",https://www.childneurologysociety.org/event/56th-cns-annual-meeting/; https://www.childneurologysociety.org/destination-milwaukee-announcing-the-56th-cns-annual-meeting-in-the-heart-of-wisconsin/
cpa-annual-conference-2027,Canadian Psychiatric Association 77th Annual Conference 2027,CPA 2027,Canadian Psychiatric Association,https://www.cpa-apc.org/,https://www.cpa-apc.org/future-conferences/,psychiatry,general-psychiatry; international; education,2027-11-10,2027-11-13,,Toronto,Ontario,CA,Westin Harbour Castle,43.6409,-79.3757,The 77th Annual Conference of the Canadian Psychiatric Association is scheduled for the Westin Harbour Castle in Toronto from 10 to 13 November 2027. Only the dates and venue have been published.,Abstract submission = 2027-02-01 (estimated); Early registration = 2027-10-22 (estimated),medium,Dates and venue published; format and deadlines not yet announced.,https://www.cpa-apc.org/future-conferences/; https://www.cpa-apc.org/call-for-abstracts/
aaap-annual-2027,AAAP 38th Annual Meeting and Scientific Symposium 2027,AAAP 2027,American Academy of Addiction Psychiatry,https://www.aaap.org/,https://www.aaap.org/training-events/annual-meeting/about-the-aaap-annual-meeting/,psychiatry,addiction; general-psychiatry,2027-11-11,2027-11-14,in-person,Washington,District of Columbia,US,"JW Marriott Washington, DC",38.896,-77.03,The 2027 annual scientific meeting of the American Academy of Addiction Psychiatry. AAAP states that more information will be released in early 2027.,Early bird registration deadline = 2027-10-01 (estimated),medium,Dates and venue are official; no submission timeline is published.,https://www.aaap.org/training-events/annual-meeting/about-the-aaap-annual-meeting/
aamc-learn-serve-lead-2027,Learn Serve Lead 2027: The AAMC Annual Meeting,AAMC Learn Serve Lead 2027,Association of American Medical Colleges,https://www.aamc.org,https://www.aamc.org/learn-network/learn-serve-lead,medical-education,medical-education; education,2027-11-12,2027-11-16,in-person,Washington,District of Columbia,US,,38.9072,-77.0369,"The Association of American Medical Colleges holds Learn Serve Lead, its annual meeting, in Washington, DC in 2027.",,medium,No abstract or registration deadlines are published yet for 2027.,https://www.aamc.org/learn-network/learn-serve-lead
aao-annual-2027,AAO 2027 Annual Meeting,AAO 2027,American Academy of Ophthalmology,https://www.aao.org,https://www.aao.org/annual-meeting/past-and-future-meetings,ophthalmology,ophthalmology; education,2027-11-12,2027-11-15,in-person,Las Vegas,Nevada,US,The Venetian Expo,36.1215,-115.1739,"AAO 2027 is the American Academy of Ophthalmology's annual meeting, scheduled for November 12 to 15, 2027 in Las Vegas, Nevada at the Venetian Expo and Hotel.",Instruction course submission opens = 2026-12-10; Instruction course submission deadline = 2027-01-12; Paper/poster and video submission opens = 2027-03-11; Paper/poster and video submission deadline = 2027-04-13; Instruction course acceptance notification = 2027-04-15 (estimated); Instruction course schedule notification = 2027-05-15 (estimated); Paper/poster and video notification = 2027-07-15 (estimated),medium,"This record is for the American Academy of Ophthalmology (aao.org). Underlying pages could only be retrieved through a third-party reader proxy (r.jina.ai) because direct fetches of the relevant aao.org sub-pages returned 404; the proxy mirrors the same live official content. No dedicated AAO 2027 landing page equivalent to AAO 2026's /annual-meeting page was found yet, so the past-and-future-meetings listing page is used as the edition URL. Three notification dates are only stated as 'mid-month' on the source page and are flagged estimated.",https://www.aao.org/annual-meeting/past-and-future-meetings; https://www.aao.org/annual-meeting/presenter/dates
napcrg-annual-meeting-2027,NAPCRG 55th Annual Meeting,NAPCRG 2027,North American Primary Care Research Group,https://www.napcrg.org,https://www.napcrg.org/conferences/future-conferences/,family-medicine; health-services,primary-care; health-services; epidemiology,2027-11-13,2027-11-17,in-person,Vancouver,British Columbia,CA,JW Marriott Parq Vancouver,49.2768,-123.1191,"The NAPCRG 55th Annual Meeting is the yearly research conference of the North American Primary Care Research Group, scheduled at the JW Marriott Parq Vancouver in Vancouver, British Columbia. The program centers on primary care and family medicine research presentations, workshops, and networking sessions.",,high,Call for papers and other submission deadlines for the 2027 meeting had not been published as of access date.,https://www.napcrg.org/conferences/future-conferences/
rsna-annual-2027,RSNA 2027 Scientific Assembly and Annual Meeting,RSNA 2027,Radiological Society of North America,https://www.rsna.org,https://www.rsna.org/annual-meeting/future-and-past-meetings,radiology; nuclear-medicine,radiology; imaging; education,2027-11-14,2027-11-18,,Chicago,Illinois,US,McCormick Place,41.8531,-87.6121,"The Radiological Society of North America has scheduled its 2027 Scientific Assembly and Annual Meeting for November 14 to 18, 2027, at McCormick Place in Chicago. This edition begins about two weeks earlier than the 2026 meeting, and abstract submission and registration details had not been published as of September 2026.",,high,"Dates and venue are officially published, but no abstract submission, registration, or format information for RSNA 2027 was available as of 2026-09-10. RSNA 2026 (the prior edition) ran November 29 to December 3, 2026 at McCormick Place, Chicago, with an abstract submission deadline of May 6, 2026 and a registration rate increase on October 2, 2026; check the record for rsna-annual-2026 for details.",https://www.rsna.org/annual-meeting/future-and-past-meetings; https://www.rsna.org/annual-meeting
abct-2027,ABCT 61st Annual Convention 2027,ABCT 2027,Association for Behavioral and Cognitive Therapies,https://www.abct.org/,https://www.abct.org/convention-ce/annual-conventions/,psychiatry,psychotherapy; behavioral; psychology,2027-11-18,2027-11-21,,New Orleans,Louisiana,US,,29.9511,-90.0715,"The 61st ABCT Annual Convention is scheduled for New Orleans in November 2027. ABCT lists the dates and city on its annual conventions page; the venue, theme and call for papers have not been published.",Ticketed session submission = 2027-02-05 (estimated); General session submission opens = 2027-02-08 (estimated); General session submission = 2027-03-12 (estimated); Early registration = 2027-10-15 (estimated),medium,"Only dates and city are published. ABCT also lists 2028 (November 16 to 19, National Harbor, MD) and 2029 (November 8 to 11, Montreal).",https://www.abct.org/convention-ce/annual-conventions/; https://www.abct.org/convention-ce/call-for-papers/; https://www.abct.org/convention-ce/call-for-papers-ticketed-sessions/
sno-annual-2027,Society for Neuro-Oncology Annual Meeting 2027,SNO 2027,Society for Neuro-Oncology,https://www.soc-neuro-onc.org,https://www.soc-neuro-onc.org/meetings-education/sno-annual-meetings,neurology; oncology,oncology; cancer-research,2027-11-18,2027-11-21,,Phoenix,Arizona,US,,33.4484,-112.074,"The SNO Annual Meeting is a multidisciplinary conference on neuro-oncology research, diagnosis and treatment. The 2027 edition is scheduled for Phoenix, Arizona.",,medium,Specific venue and deadlines for the 2027 meeting are not yet published; coordinates given are for Phoenix city center.,https://www.soc-neuro-onc.org/meetings-education/sno-annual-meetings; https://www.fusfoundation.org/events/society-for-neurooncology-sno-annual-meeting-2027/
aes-annual-2027,American Epilepsy Society Annual Meeting 2027,AES 2027,American Epilepsy Society,https://aesnet.org,https://aesnet.org/AES-annual-meeting/general-information/future-meetings,neurology,epilepsy; student-resident-research,2027-12-03,2027-12-07,,Baltimore,Maryland,US,,39.2904,-76.6122,"The American Epilepsy Society will hold its annual meeting in Baltimore, Maryland, from December 3 to 7, 2027. Abstract submission, registration, and travel award information had not yet been published as of September 2026.",,high,"Only meeting dates and host city are published by AES for the 2027 edition as of 2026-09-10. Several aggregator and trade-show listing sites (e.g. 10times, showsbee, made-in-china trade show pages) name 'Baltimore Convention Center' as the venue, but this is not confirmed on aesnet.org, so venue is left null per the rule against relying on aggregator sites as a sole source. No abstract, registration, or travel award deadlines have been published yet; the prior (2026) edition's schedule is provided for reference only and none of its dates should be read as estimates for 2027.",https://aesnet.org/AES-annual-meeting/general-information/future-meetings
acnp-annual-2028,ACNP 66th Annual Meeting 2028,ACNP 2028,American College of Neuropsychopharmacology,https://acnp.org/,https://acnp.org/annual-meeting/dates-locations/,psychiatry,psychopharmacology; neuroscience; biological-psychiatry,2028-01-10,2028-01-13,in-person,Paradise Island,New Providence,BS,Atlantis Paradise Island Resort,25.0836,-77.321,"ACNP lists its 66th Annual Meeting for January 10 to 13, 2028, at the Atlantis Paradise Island Resort in the Bahamas. Submission deadlines for this edition have not been published.","Travel award application = 2027-05-13 (estimated); Panel, mini-panel and study group final submission = 2027-06-03 (estimated); Poster abstract submission = 2027-08-26 (estimated)",medium,"Included because the January 2027 poster deadline has already passed and this is the next open cycle. The same page lists a second 2028 meeting on December 4 to 7, 2028, in Las Vegas, which suggests a return to December scheduling. All deadlines here are estimates.",https://acnp.org/annual-meeting/dates-locations/
icnc-2028,20th International Child Neurology Congress,ICNC 2028,International Child Neurology Association,https://icnapedia.org,https://neurologiapediatrica.mx/congreso,neurology; pediatrics,pediatrics; epilepsy; genetics; global,2028-05-15,2028-05-19,in-person,Merida,Yucatan,MX,Yucatan International Congress Center,20.9674,-89.5926,"Congress of the International Child Neurology Association held jointly with the Sociedad Mexicana de Neurologia Pediatrica, themed Connecting minds, transforming lives.",,medium,"ICNC does not run on a fixed annual or biennial cycle (17th edition was 2022 in Antalya); no ICNC edition falls in 2026 or 2027, so the next confirmed edition (20th, 2028) is recorded. Abstract submission and registration deadlines are not yet published.",https://icnapedia.org/; https://neurologiapediatrica.mx/congreso
ins-world-congress-2028,18th World Congress of the International Neuromodulation Society,INS 2028,International Neuromodulation Society,https://www.neuromodulation.com,https://ins-congress.com/,neurology; surgery; psychiatry,neuromodulation; interventional; global,2028-05-21,2028-05-25,in-person,Dublin,,IE,,53.3498,-6.2603,"Biennial world congress of the International Neuromodulation Society, bringing together neurosurgeons, neurologists, psychiatrists, pain specialists and engineers working in neuromodulation.",,medium,"The INS World Congress is biennial; the 17th edition (INS 2026, Lisbon, May 9-14 2026) already occurred before today's date and is not included. Venue and all deadlines for INS 2028 are listed by the organizer as coming soon.",https://ins-congress.com/; https://ins-congress.com/prospectus/; https://2026.ins-congress.com/
cinp-world-congress-2028,CINP 38th World Congress of Neuropsychopharmacology 2028,CINP 2028,Collegium Internationale Neuro-Psychopharmacologicum (International College of Neuropsychopharmacology),https://cinp.org/,https://cinp.org/congress,psychiatry,psychopharmacology; international; global; neuroscience,2028-06-21,2028-06-24,in-person,Rio de Janeiro,Rio de Janeiro,BR,,-22.9068,-43.1729,"CINP announced its next World Congress for June 21 to 24, 2028, in Rio de Janeiro after cancelling the planned 2027 Abu Dhabi congress. No venue or submission deadlines have been published.",Abstract submission = 2028-01-10 (estimated),medium,"There is no CINP World Congress in 2027; the college plans regional and educational events instead. Some third party calendars still list a June 2027 Abu Dhabi congress, which CINP states is cancelled.",https://cinp.org/congress; https://cinp.org/Past-Events; https://cinp2026.org/submissions/abstract.html
iacapap-world-congress-2028,28th World Congress of IACAPAP 2028,IACAPAP 2028,International Association for Child and Adolescent Psychiatry and Allied Professions,https://www.iacapap.org/,https://www.iacapap-congress.com/information/iacapap-2028.html,psychiatry,child-adolescent; international; global,2028-09-19,2028-09-22,,Auckland,Auckland,NZ,New Zealand International Convention Centre (NZICC),-36.8491,174.7603,The 28th World Congress of IACAPAP is scheduled for the New Zealand International Convention Centre in Auckland with Dr Hinemoa Elder as congress president. The 27th congress took place in Hamburg from 1 to 4 July 2026 and the 29th is planned for Kyoto in 2030.,Abstract submission = 2028-04-15 (estimated),medium,"The 2026 edition has ended, so the next edition is 2028. Organizer for 2028 is CPO Hanser Service GmbH.",https://www.iacapap-congress.com/information/iacapap-2028.html; https://www.iacapap.org/events/world-congresses.html; https://www.iacapap-congress.com/; https://www.iacapap-congress.com/abstract-submission/abstract-submission-guidelines.html
wccbt-world-congress-2029,12th World Congress of Cognitive and Behavioural Therapies 2029 (WCCBT 2029),WCCBT 2029,World Confederation of Cognitive and Behavioural Therapies,https://wccbt.org/,https://wccbt.org/world-congress-2029/,psychiatry,psychotherapy; behavioral; psychology; international; global,2029-06-20,2029-06-23,,Foz do Iguaçu,Paraná,BR,,-25.5304,-54.5831,The 12th World Congress of Cognitive and Behavioural Therapies (formerly the World Congress of Behavioural and Cognitive Therapies) is organized by ALAMOC with ALAMOC Brazil in Foz do Iguaçu. The 11th congress took place in San Francisco in June 2026.,Abstract submission = 2029-01-12 (estimated),medium,"Official 2029 congress site: https://www.wccbtfoz2029.com/. The 2026 site printed the abstract deadline as Friday, January 12, which does not match the 2026 calendar (12 January 2026 was a Monday).",https://wccbt.org/world-congress-2029/; https://wccbt2026.org/congress-overview/
world-parkinson-congress-2029,8th World Parkinson Congress 2029,WPC 2029,World Parkinson Coalition,https://www.worldpdcoalition.org,https://www.worldpdcoalition.org,neurology; neuroscience; rehabilitation,movement-disorders; global,2029-06-26,2029-06-29,,Quebec City,Quebec,CA,,46.8139,-71.208,"The World Parkinson Congress is a triennial multidisciplinary meeting for researchers, clinicians, allied health professionals, caregivers and people living with Parkinson's disease. The 8th edition was announced for Quebec City during the closing of the 7th Congress in Phoenix.",,medium,"The World Parkinson Congress meets triennially, so there is no 2027 edition. The 2026 edition (Phoenix) had already concluded before this data was compiled on 2026-09-10; the next confirmed edition is 2029 in Quebec City. Venue within Quebec City and deadlines are not yet announced. Dates and city are corroborated by two independent secondary sources reporting the same announcement; no dedicated official conference website for WPC 2029 was found yet.",https://parkinsonseurope.org/parkinsonslife/canada-confirmed-as-venue-for-next-world-parkinson-congress-in-2029/; https://www.levlab.ca/en/post/from-phoenix-to-quebec-looking-ahead-to-the-world-parkinson-congress-2029; https://wpc2026.org/
aapmr-annual-assembly-2027,2027 AAPM&R Annual Assembly,AAPM&R 2027,American Academy of Physical Medicine and Rehabilitation,https://www.aapmr.org,https://www.aapmr.org/education/annual-assembly,rehabilitation,rehabilitation; education,,,,,,,,,,The AAPM&R Annual Assembly is the annual scientific meeting of the American Academy of Physical Medicine and Rehabilitation. Dates and location for the 2027 edition have not been published yet.,,low,No 2027 dates or location have been published as of 2026-09-10 on any AAPM&R page found. Record emitted with null dates and the 2026 prior edition per instructions.,https://www.aapmr.org/docs/default-source/annual-assembly-documents/2025-tote-bag/2026-key-dates.pdf; https://www.aapmr.org/education/annual-assembly
apa-mhsc-2026,APA Mental Health Services Conference 2026,APA MHSC 2026,American Psychiatric Association,https://www.psychiatry.org/,https://www.psychiatry.org/psychiatrists/meetings,psychiatry,community; general-psychiatry,,,,,,US,,,,"The Mental Health Services Conference, formerly the Institute on Psychiatric Services, was APA's fall meeting on community and public psychiatry. No 2026 or 2027 edition is listed on the APA meetings calendar.",,low,"A search engine summary of a Psychiatric News article (Trustees Approve 2025 Budgets, psychiatryonline.org, February 2025) states the 2025 MHSC was transitioned into a community psychiatry track at the 2025 Annual Meeting; the article itself could not be opened (bot protection). The 2026 Annual Meeting registration page lists a Community Psychiatry Hub. Treat this conference as discontinued or merged unless APA announces a new edition. Suggest hiding or flagging this entry.",https://www.psychiatry.org/psychiatrists/meetings; https://www.psychiatry.org/about-apa/meet-our-organization/councils/medical-education-and-lifelong-learning/committee-mental-health-services-conference; https://www.psychiatry.org/psychiatrists/meetings/the-mental-health-services-conference/schedule-at-a-glance
ash-annual-2027,ASH Annual Meeting and Exposition 2027,ASH 2027,American Society of Hematology,https://www.hematology.org,https://www.hematology.org/meetings/annual-meeting,hematology; oncology,hematology; oncology; clinical-trials,,,,,,,,,,"The ASH Annual Meeting and Exposition is the primary scientific meeting of the American Society of Hematology, covering malignant and non-malignant blood disorders. As of September 2026, the American Society of Hematology had not yet published dates or a location for the 69th edition in 2027.",,low,"No official date or location for the 69th ASH Annual Meeting (2027) has been published by hematology.org as of 2026-09-10. Aggregator sites (showsbee.com, life-sciences-usa.com) list placeholder values such as a generic December 2027 or a 2027-12-01 start date, but these are not sourced from ASH and were deliberately not used to populate start_date or end_date, per instructions never to invent a date. No deadlines are estimated because doing so would require first guessing the meeting date itself, which is not yet public; the prior (2026) edition's dates are recorded above for reference only.",https://www.hematology.org/meetings; https://www.hematology.org/meetings/annual-meeting
